batting-hand,bowler_type_way_out,innings,batsman_runs,batsman_balls,batsman_4s,batsman_6s,batting_position,dismissed_ball,wickets_fallen,runs_scored
right,Right-arm offbreak_caught,2,26,33,3,0,3,16.5,1,72
right,Right-arm medium-fast_caught,1,0,1,0,0,3,3.4,1,13
right,Left-arm fast-medium_caught,1,31,41,2,0,3,34.2,1,210
right,Right-arm offbreak_bowled,2,22,18,4,0,3,19.6,1,127
right,Right-arm fast-medium_caught,1,43,34,4,1,3,18.3,5,113
right,Right-arm medium-fast_caught,1,11,21,0,1,3,9.1,1,39
right,Right-arm medium_caught,2,2,5,0,0,4,15.5,2,57
right,Right-arm medium-fast_caught,1,102,83,13,2,3,49.6,6,311
right,Slow left-arm orthodox_lbw,1,31,52,4,0,3,20.3,1,76
right,Right-arm fast-medium_caught,2,2,5,0,0,3,10.4,1,27
right,Right-arm offbreak_caught,2,115,108,13,1,3,41.3,2,216
right,Right-arm fast-medium_caught,1,14,18,2,0,3,6.2,1,35
right,Right-arm fast-medium_lbw,2,61,85,6,0,3,34.4,4,166
right,Right-arm offbreak_caught,1,68,73,9,0,3,29.4,4,148
right,Right-arm medium-fast_caught,2,86,84,9,2,3,31.2,2,192
right,Right-arm fast-medium_caught,1,99,100,9,0,3,39.6,4,209
right,Right-arm fast-medium_caught,2,19,18,3,0,3,8.4,1,61
right,Right-arm medium-fast_caught,2,31,35,5,0,3,14.4,1,60
right,Left-arm fast-medium_caught,2,0,5,0,0,3,3.5,1,16
right,Left-arm fast-medium_caught,2,123,111,11,2,3,44.2,6,237
right,Right-arm medium-fast_caught,2,78,65,7,2,3,29.4,3,164
right,Right-arm medium-fast_caught,2,6,20,1,0,3,14.5,2,74
right,Right-arm medium-fast_caught,1,2,10,0,0,2,3.2,0,5
right,Right-arm offbreak_caught,2,82,78,7,3,3,36.1,4,145
right,Right-arm fast_bowled,2,136,122,16,2,3,45.4,2,267
right,Right-arm offbreak_bowled,1,48,51,4,1,3,26.3,1,130
right,Right-arm fast-medium_caught,1,5,11,0,0,3,9.1,1,56
right,Right-arm fast-medium_caught,1,0,3,0,0,3,7.4,1,19
right,Right-arm fast-medium_caught,2,40,50,2,1,3,25.3,2,120
right,Right-arm fast-medium_caught,2,13,21,2,0,3,6.6,1,25
right,Right-arm fast_caught,2,2,5,0,0,3,9.5,1,55
right,Right-arm fast-medium_caught,1,62,78,5,0,4,40.4,4,196
right,Right-arm offbreak_caught,1,22,21,2,0,4,45.6,3,314
right,Legbreak_caught,2,49,44,2,2,4,42.5,2,256
right,Right-arm offbreak_caught,2,53,61,4,1,4,41.4,3,236
right,Left-arm fast-medium_caught,1,9,16,0,0,4,12.5,2,59
right,Right-arm fast-medium_caught,1,4,8,0,0,4,16.4,2,64
right,Right-arm offbreak_caught,1,8,19,0,0,3,27.1,1,103
right,Right-arm fast-medium_caught,1,107,126,8,0,3,45.2,2,273
right,Legbreak googly_caught,1,46,60,3,0,3,27.1,1,136
right,Right-arm fast_caught,2,33,36,5,0,3,14.6,2,63
right,Right-arm offbreak_bowled,2,38,48,4,0,3,22.4,3,92
right,Right-arm fast_caught,1,3,8,0,0,3,17.5,1,79
right,Left-arm fast_caught,2,1,13,0,0,3,15.3,1,78
right,Right-arm fast_caught,2,1,4,0,0,3,17.2,1,101
right,Right-arm offbreak_lbw,1,23,27,3,1,3,12.3,1,74
right,Slow left-arm orthodox_bowled,1,25,35,1,0,3,19.5,1,114
right,Right-arm fast_caught,2,11,18,0,0,4,39.6,2,214
right,Right-arm fast_caught,2,77,99,5,0,3,45.1,4,216
right,Right-arm fast_caught,1,138,140,6,5,3,48.2,4,291
right,Right-arm fast_caught,2,7,6,0,1,3,7.4,1,44
right,Left-arm fast-medium_caught,1,91,97,9,1,3,44.3,1,243
right,Right-arm fast-medium_caught,1,117,117,7,2,3,46.2,3,265
right,Right-arm fast-medium_caught,2,106,92,11,1,3,39.1,3,278
right,Right-arm fast-medium_caught,2,8,11,1,0,3,20.2,1,134
right,Slow left-arm orthodox_caught,2,9,13,1,0,3,11.4,1,40
right,Legbreak_caught,2,45,51,2,1,3,19.5,1,98
right,Legbreak_caught,1,65,76,2,1,3,43.1,4,220
right,Right-arm fast-medium_caught,2,122,105,8,5,3,36.2,4,263
right,Right-arm fast-medium_caught,1,8,5,2,0,3,2.6,1,22
right,Right-arm fast-medium_caught,2,55,63,8,0,3,19.4,2,102
right,Right-arm fast-medium_caught,1,0,5,0,0,3,25.5,1,139
right,Left-arm fast_caught,2,5,9,0,0,3,2.4,1,6
right,Right-arm fast-medium_caught,1,87,66,4,4,3,41.2,4,285
right,Right-arm medium-fast_caught,1,11,22,2,0,3,9.3,1,34
right,Right-arm medium-fast_caught,2,3,12,0,0,3,5.6,1,25
right,Right-arm offbreak_bowled,2,4,2,1,0,5,17.3,3,118
right,Left-arm medium-fast_caught,2,3,11,0,0,3,5.1,1,19
right,Right-arm fast_caught,1,131,96,17,2,3,29.3,1,225
right,Right-arm fast_caught,1,0,4,0,0,3,5.1,1,11
right,Right-arm fast_bowled,1,92,107,8,0,3,37.5,4,197
right,Slow left-arm orthodox_caught,2,28,35,2,0,3,34.3,2,203
right,Right-arm fast_bowled,2,21,21,3,0,3,24.2,2,147
right,Legbreak googly_caught,2,39,55,2,0,3,39.4,2,227
right,Right-arm medium-fast_caught,1,121,125,9,2,3,49.2,6,270
right,Right-arm fast-medium_caught,2,29,29,3,1,3,13.5,1,79
right,Right-arm medium-fast_caught,1,113,106,9,1,3,46.4,3,302
right,Right-arm fast-medium_caught,2,112,119,10,0,3,44.3,3,262
right,Right-arm fast-medium_caught,1,75,83,7,1,3,31.1,1,178
right,Right-arm fast-medium_lbw,2,5,14,0,0,7,43,5,179
right,Right-arm fast_caught,1,49,39,5,1,9,43.1,9,215
right,Right-arm offbreak_caught,1,2,7,0,0,8,34.2,6,149
right,Left-arm medium-fast_caught,2,2,4,0,0,7,43.5,5,231
right,Legbreak googly_caught,1,2,5,0,0,5,42.4,3,240
right,Left-arm fast-medium_caught,1,21,9,1,2,6,48.3,5,317
right,Right-arm medium_caught,1,10,8,1,0,8,44.3,6,200
right,Slow left-arm orthodox_caught,1,21,34,2,0,7,33.6,5,135
right,Right-arm fast-medium_caught,1,27,13,3,1,7,49.5,6,270
right,Left-arm fast-medium_caught,2,1,4,0,0,7,14.2,5,35
right,Left-arm fast-medium_lbw,1,10,16,1,1,1,4.6,0,18
right,Right-arm fast-medium_lbw,2,32,24,5,1,1,9.1,0,57
right,Left-arm medium-fast_caught,2,22,16,1,2,1,3.6,2,27
right,Right-arm fast-medium_caught,1,47,37,2,1,7,49.4,7,260
right,Right-arm offbreak_lbw,1,1,2,0,0,7,38.2,5,145
right,Slow left-arm chinaman_caught,2,7,16,0,0,7,19.3,5,111
right,Right-arm offbreak_caught,2,0,1,0,0,6,23.6,4,114
right,Right-arm fast_caught,1,5,6,1,0,2,2.5,2,12
right,Right-arm fast_caught,2,6,8,1,0,2,2.5,0,7
right,Right-arm fast-medium_caught,2,42,42,5,1,2,18.4,1,83
right,Right-arm offbreak_stumped,2,58,65,6,1,2,24.3,1,161
right,Right-arm medium_bowled,2,77,43,5,6,2,15.6,1,118
right,Right-arm fast-medium_caught,2,36,27,5,1,2,8.1,0,52
right,Right-arm fast-medium_caught,1,17,11,2,1,2,2.6,0,19
right,Left-arm fast-medium_caught,2,1,5,0,0,2,2.2,0,7
right,Right-arm medium-fast_caught,2,22,24,2,1,2,8,1,54
right,Right-arm fast-medium_caught,1,14,21,3,0,2,8.1,0,47
right,Left-arm medium-fast_caught,1,12,15,1,1,2,7.2,0,31
right,Right-arm fast_caught,1,1,2,0,0,2,2.1,0,9
right,Right-arm fast-medium_caught,2,18,14,3,0,2,5.3,0,34
right,Right-arm medium-fast_caught,1,26,50,3,0,1,14.2,0,68
right,Right-arm medium-fast_caught,2,41,28,6,1,2,10.3,1,96
right,Right-arm fast_lbw,2,0,2,0,0,1,0.2,0,0
right,Right-arm medium_caught,2,43,75,3,0,1,27.1,2,104
right,Right-arm fast-medium_caught,2,36,27,3,1,9,46.2,8,262
right,Slow left-arm orthodox_bowled,1,33,55,0,0,1,22.6,2,86
right,Right-arm fast-medium_bowled,2,2,2,0,0,1,0.2,0,2
right,Right-arm medium_caught,2,0,5,0,0,2,1.5,0,0
right,Left-arm fast-medium_lbw,1,77,95,7,2,2,33.4,2,155
right,Right-arm medium_bowled,2,2,8,0,0,2,2.2,0,9
right,Right-arm fast_bowled,2,14,52,1,0,1,18.2,3,37
right,Left-arm medium-fast_lbw,1,3,9,0,0,1,2.2,1,4
right,Right-arm offbreak_caught,1,44,68,3,2,1,23.1,2,92
right,Right-arm medium_caught,1,46,72,5,0,1,21.5,1,128
right,Right-arm fast-medium_caught,2,48,39,4,3,1,12.3,0,84
right,Left-arm fast_caught,2,17,16,1,1,1,4.3,0,22
right,Right-arm fast-medium_caught,1,0,14,0,0,1,3.2,0,5
right,Right-arm fast-medium_bowled,2,21,27,4,0,1,7.4,0,30
right,Right-arm fast-medium_bowled,1,131,129,14,3,1,46.2,6,274
right,Right-arm offbreak_caught,1,76,78,6,3,1,26.3,2,138
right,Right-arm fast-medium_bowled,2,9,6,1,0,1,1.2,0,9
right,Right-arm fast_bowled,2,19,18,1,2,1,5.3,0,37
right,Left-arm fast-medium_bowled,2,45,43,7,0,1,14.6,1,90
right,Left-arm fast_caught,2,24,16,3,2,1,4.5,0,27
right,Left-arm fast-medium_bowled,1,23,25,3,0,1,7.2,1,45
right,Right-arm offbreak_caught,1,61,75,3,4,1,24.3,3,130
right,Right-arm fast-medium_caught,1,1,13,0,0,1,4.1,0,21
right,Slow left-arm orthodox_bowled,2,61,45,7,2,1,14.2,2,85
right,Right-arm fast-medium_caught,2,21,20,2,0,1,6.2,1,32
right,Right-arm fast_caught,2,4,5,0,0,1,1.2,0,8
right,Left-arm fast-medium_caught,1,0,1,0,0,2,0.2,0,2
right,Right-arm offbreak_caught,1,42,42,8,1,2,13.2,2,91
right,Left-arm medium-fast_lbw,1,14,10,3,0,2,3.3,1,14
right,Left-arm fast_caught,1,37,39,3,0,7,32.2,5,141
right,Legbreak googly_caught,2,9,18,0,0,5,29.3,3,131
right,Left-arm medium-fast_caught,1,12,13,1,1,2,3.4,0,18
right,Right-arm fast_caught,1,16,12,3,0,2,3.4,0,20
right,Right-arm fast_bowled,1,6,3,0,1,2,0.4,0,8
right,Right-arm medium_caught,1,101,109,12,2,2,36.4,2,185
right,Right-arm medium_caught,2,14,16,2,0,2,6.2,0,29
right,Slow left-arm orthodox_caught,1,4,4,0,0,2,2.1,0,5
right,Slow left-arm orthodox_bowled,1,13,21,1,1,2,7.1,0,32
right,Right-arm medium-fast_caught,2,87,99,3,4,3,37.5,1,206
right,Right-arm fast-medium_caught,1,18,19,3,0,3,7.1,2,41
right,Right-arm fast-medium_lbw,1,3,3,0,0,3,1.2,1,4
right,Right-arm offbreak_caught,1,20,18,1,1,4,38.3,2,246
right,Right-arm fast-medium_caught,1,119,88,7,5,4,50,7,373
right,Right-arm fast-medium_caught,1,56,67,2,2,3,29.6,2,137
right,Left-arm fast-medium_caught,1,85,96,11,2,3,34.1,3,175
right,Right-arm fast_caught,1,47,59,6,0,3,21.2,2,74
right,Right-arm fast_caught,2,10,18,1,0,3,7.2,1,50
right,Right-arm offbreak_caught,2,33,34,7,0,3,11.5,1,64
right,Right-arm medium_lbw,1,13,25,0,0,3,10.3,1,31
right,Slow left-arm orthodox_caught,1,30,44,2,1,3,20.1,3,73
right,Right-arm fast-medium_lbw,2,26,40,2,1,5,17.1,3,73
right,Right-arm fast_bowled,1,17,10,2,1,5,36.5,3,188
right,Right-arm medium-fast_caught,1,13,25,1,0,5,21.5,3,68
right,Right-arm fast-medium_caught,1,74,36,9,4,6,44.5,4,243
right,Right-arm offbreak_caught,1,79,68,6,5,6,43.5,9,185
right,Right-arm fast-medium_caught,2,5,12,0,0,6,40.3,4,185
right,Right-arm offbreak_caught,2,6,12,1,0,6,19.5,4,111
right,Right-arm fast_bowled,2,18,49,1,0,6,29.6,6,115
right,Right-arm medium_caught,2,8,17,0,0,5,11.4,3,48
right,Right-arm fast_caught,2,0,1,0,0,6,23.4,4,121
right,Right-arm medium-fast_lbw,1,51,57,5,1,5,30.1,7,104
right,Right-arm offbreak_caught,1,33,11,3,3,3,4.5,1,56
right,Right-arm offbreak_caught,1,14,9,1,1,5,44.2,3,232
right,Slow left-arm orthodox_caught,2,6,14,0,0,5,14.2,4,65
right,Right-arm medium_caught,1,30,25,4,0,5,41.4,4,213
right,Right-arm fast-medium_caught,1,0,1,0,0,6,39.2,4,250
right,Right-arm fast_caught,1,0,3,0,0,6,38.5,4,230
right,Right-arm medium_caught,1,23,18,1,1,5,43.5,3,243
right,Right-arm fast_caught,1,16,21,0,2,4,15.4,3,68
right,Legbreak googly_lbw,2,12,25,0,0,5,24.1,5,90
right,Right-arm offbreak_stumped,2,51,22,6,3,2,6.4,1,63
right,Legbreak_caught,1,117,99,12,5,2,30.1,2,158
right,Right-arm medium_caught,1,28,22,2,2,2,7.1,0,40
right,Right-arm fast-medium_caught,2,11,11,2,0,2,4.5,0,24
right,Right-arm fast-medium_lbw,1,25,37,5,0,2,10.5,1,51
right,Right-arm fast-medium_caught,1,0,2,0,0,2,1.2,0,0
right,Right-arm medium-fast_caught,2,17,12,4,0,2,3.1,0,31
right,Legbreak googly_bowled,1,31,27,5,1,2,7.5,0,43
right,Slow left-arm orthodox_caught,1,65,49,10,1,2,15.5,0,111
right,Right-arm fast-medium_caught,2,15,12,3,0,2,6.6,1,48
right,Right-arm fast-medium_bowled,2,77,25,8,7,2,7.1,0,105
right,Right-arm fast_caught,2,50,24,7,3,2,7.4,1,78
right,Right-arm offbreak_bowled,2,42,19,6,1,2,5.5,0,53
right,Slow left-arm orthodox_caught,2,8,8,1,0,2,4.1,0,27
right,Right-arm fast_caught,1,12,8,1,1,2,4.2,0,27
right,Right-arm fast_caught,2,59,26,8,4,2,6.1,0,71
right,Left-arm fast_bowled,1,0,3,0,0,2,0.5,0,1
right,Right-arm fast-medium_bowled,2,10,4,2,0,2,0.6,0,11
right,Right-arm fast_caught,1,39,22,5,2,2,7.2,0,61
right,Right-arm fast_lbw,2,11,9,2,0,2,6.3,1,36
right,Right-arm fast_caught,1,35,31,2,1,2,13.1,0,88
right,Right-arm fast-medium_bowled,1,6,4,0,1,2,0.6,0,7
right,Slow left-arm orthodox_caught,2,55,25,11,1,2,10.1,0,108
right,Left-arm fast_caught,2,0,1,0,0,2,1.1,0,6
right,Left-arm fast-medium_bowled,1,44,29,5,3,2,10.5,0,79
right,Right-arm fast-medium_bowled,1,28,12,2,3,2,4.2,0,35
right,Right-arm medium_caught,1,47,27,6,3,2,9.3,0,84
right,Left-arm fast-medium_caught,1,0,1,0,0,1,0.1,0,0
right,Right-arm offbreak_caught,2,39,37,6,0,1,12.3,0,85
right,Right-arm medium-fast_bowled,1,9,17,1,0,1,6.2,1,34
right,Right-arm fast-medium_caught,2,38,35,5,1,1,12.5,1,111
right,Right-arm medium_caught,2,12,20,1,0,1,8.1,4,45
right,Right-arm offbreak_caught,2,67,64,11,0,1,17.5,1,112
right,Right-arm fast_caught,2,31,32,6,0,1,11.4,1,68
right,Slow left-arm orthodox_caught,1,63,45,9,0,1,14.6,1,86
right,Right-arm fast_caught,2,36,33,7,0,1,10.1,1,73
right,Left-arm fast_lbw,1,4,4,1,0,1,0.4,0,4
right,Left-arm fast_bowled,1,0,2,0,0,1,0.2,0,0
right,Left-arm fast_caught,1,54,57,8,0,1,17.3,0,102
right,Left-arm fast_caught,2,7,6,1,0,1,2.2,0,12
right,Legbreak googly_caught,1,102,117,8,1,1,35.3,1,194
right,Right-arm fast_caught,1,48,30,8,1,1,7.4,0,68
right,Right-arm fast-medium_bowled,2,14,13,3,0,1,2.6,0,20
right,Right-arm fast_caught,1,6,16,1,0,1,5.3,0,18
right,Legbreak googly_lbw,1,8,15,0,0,1,4.6,0,15
right,Right-arm medium_lbw,2,3,10,0,0,1,1.4,0,3
right,Right-arm fast-medium_bowled,2,162,118,13,3,1,37.5,3,281
right,Right-arm fast-medium_caught,1,34,34,4,0,1,11.3,0,67
right,Left-arm fast_caught,2,65,56,6,1,1,18.4,1,116
right,Left-arm fast_bowled,2,0,2,0,0,1,0.2,0,0
right,Right-arm medium-fast_caught,1,15,19,3,0,1,5.2,0,33
right,Left-arm fast_caught,2,14,11,3,0,1,2.5,0,15
right,Left-arm fast_caught,1,87,89,8,2,1,27.3,3,164
right,Slow left-arm orthodox_caught,1,41,40,5,1,1,11.2,1,61
right,Right-arm fast-medium_lbw,2,13,21,0,0,1,7.5,2,24
right,Slow left-arm orthodox_stumped,1,73,61,12,0,1,18.3,1,108
right,Slow left-arm orthodox_bowled,2,82,73,9,2,1,26.1,2,170
right,Slow left-arm orthodox_bowled,1,65,56,10,1,1,19.4,1,110
right,Right-arm fast-medium_lbw,1,13,22,2,0,1,5.3,0,23
right,Right-arm offbreak_caught,2,52,48,7,1,1,14.6,1,87
right,Right-arm fast-medium_caught,1,17,19,2,0,1,5.5,0,27
right,Right-arm medium-fast_caught,2,0,5,0,0,1,0.4,0,1
right,Right-arm medium_caught,1,20,33,3,0,1,12.4,1,60
right,Left-arm medium-fast_caught,1,1,6,0,0,1,1.2,0,3
right,Right-arm fast_bowled,1,8,16,1,0,1,4.1,0,12
right,Right-arm fast_caught,1,4,5,1,0,1,0.5,0,4
right,Right-arm fast-medium_caught,2,1,8,0,0,1,2.3,0,6
right,Right-arm fast_bowled,1,13,23,2,0,1,7.6,0,37
right,Left-arm fast_lbw,2,4,2,1,0,1,0.2,0,4
right,Right-arm fast-medium_caught,2,84,66,11,2,1,17.4,0,126
right,Right-arm fast-medium_lbw,2,96,70,11,1,1,21.2,0,156
right,Left-arm fast_caught,2,180,151,16,5,1,42.3,2,281
right,Left-arm fast_caught,2,2,4,0,0,1,0.4,0,2
right,Right-arm fast_caught,1,19,24,4,0,1,6.6,0,38
right,Right-arm fast-medium_caught,1,0,2,0,0,1,0.2,0,0
right,Right-arm medium-fast_caught,1,49,46,7,1,1,11.3,0,71
right,Slow left-arm orthodox_bowled,1,49,66,5,1,1,18.6,1,89
right,Left-arm fast-medium_caught,2,8,13,2,0,1,3.3,0,15
right,Left-arm fast-medium_caught,1,15,26,2,0,1,7.6,0,25
right,Legbreak_caught,1,42,41,5,2,1,10.2,0,77
right,Right-arm fast-medium_caught,1,40,44,6,0,2,15.6,0,82
right,Right-arm offbreak_caught,1,54,47,5,1,2,18.5,3,143
right,Right-arm fast-medium_caught,1,0,3,0,0,2,0.4,0,1
right,Right-arm fast-medium_lbw,1,38,53,5,1,2,13.3,0,65
right,Right-arm fast-medium_caught,1,26,47,3,0,2,12.1,0,52
right,Right-arm offbreak_stumped,1,15,41,0,0,2,11.4,1,52
right,Right-arm medium-fast_caught,2,14,15,1,1,2,6.5,1,29
right,Right-arm fast-medium_caught,2,91,104,6,0,2,37.5,2,212
right,Right-arm fast-medium_caught,2,20,37,1,0,2,13.5,2,46
right,Right-arm medium-fast_caught,1,42,61,6,0,1,18.4,2,80
right,Right-arm fast_lbw,1,0,1,0,0,2,0.2,0,1
right,Right-arm medium-fast_lbw,1,9,17,1,0,2,5.1,0,29
right,Left-arm fast_caught,1,4,11,1,0,2,4.3,0,19
right,Right-arm offbreak_caught,2,47,57,6,0,1,16.4,0,96
right,Right-arm fast-medium_bowled,1,4,14,0,0,1,4.3,1,18
right,Right-arm fast-medium_bowled,2,0,4,0,0,2,2.5,0,11
right,Right-arm offbreak_bowled,2,50,66,4,1,3,27.2,2,126
right,Right-arm fast_caught,2,8,17,1,0,4,8.4,3,34
right,Left-arm medium-fast_caught,2,7,13,0,0,4,20.6,2,84
right,Left-arm fast-medium_caught,2,36,42,4,0,4,23.4,2,127
right,Left-arm medium-fast_caught,2,3,14,0,0,4,17.4,3,79
right,Right-arm fast-medium_caught,1,3,8,0,0,3,8.2,1,22
right,Right-arm fast-medium_lbw,2,2,10,0,0,4,13.2,2,30
right,Right-arm offbreak_caught,2,73,83,7,1,4,47.3,3,272
right,Right-arm offbreak_caught,1,22,27,1,0,4,35.1,2,175
right,Right-arm offbreak_caught,1,23,50,3,0,4,23.2,3,103
right,Right-arm fast-medium_lbw,2,56,66,5,0,1,23.3,0,121
right,Right-arm fast-medium_caught,2,64,70,5,2,2,22.1,2,135
right,Right-arm fast-medium_lbw,1,0,1,0,0,2,0.2,0,1
right,Right-arm medium-fast_caught,1,3,18,0,0,2,5.2,1,8
right,Right-arm offbreak_stumped,1,41,47,4,0,4,23.5,2,110
right,Right-arm fast-medium_caught,2,45,56,6,1,1,17.5,1,85
right,Left-arm fast-medium_caught,2,106,100,10,4,1,28.4,0,183
right,Right-arm fast-medium_caught,2,0,3,0,0,1,0.3,0,0
right,Right-arm medium-fast_caught,1,12,28,1,0,1,12.5,1,50
right,Slow left-arm orthodox_lbw,1,68,79,7,0,1,26.4,1,142
right,Right-arm offbreak_caught,1,111,108,13,2,1,37.5,1,247
right,Right-arm fast-medium_caught,2,8,19,1,0,1,6.3,0,18
right,Right-arm medium-fast_caught,2,31,47,5,0,1,11.6,0,62
right,Right-arm medium_lbw,1,28,24,6,0,1,7.5,0,40
right,Right-arm medium_bowled,2,2,10,0,0,1,2.4,0,6
right,Right-arm fast-medium_caught,1,12,22,2,0,3,7.2,1,33
right,Right-arm fast-medium_caught,1,33,40,1,1,1,14.3,1,57
right,Right-arm fast-medium_caught,1,73,101,3,1,1,35.3,4,136
right,Right-arm fast-medium_bowled,1,0,1,0,0,7,49.2,6,296
right,Right-arm fast_lbw,1,79,60,7,3,4,45.6,4,278
right,Right-arm fast_caught,2,14,34,2,0,4,17.5,3,78
right,Right-arm fast_caught,1,19,37,1,0,4,27.6,2,115
right,Left-arm fast_caught,2,44,68,2,0,4,36.2,4,178
right,Left-arm fast-medium_caught,2,9,25,1,0,4,22.6,3,115
right,Right-arm fast-medium_caught,1,34,49,5,0,1,17.2,1,60
right,Right-arm medium_caught,1,63,83,7,0,1,25.6,0,112
right,Right-arm medium-fast_caught,1,15,22,1,0,1,5.5,0,25
right,Right-arm fast-medium_caught,2,60,82,5,0,3,33.4,1,191
right,Legbreak googly_bowled,1,51,63,6,0,3,22.4,3,102
right,Right-arm fast_caught,2,4,7,0,0,6,45.2,5,216
right,Right-arm fast_caught,1,45,53,4,0,4,26.1,2,139
right,Right-arm fast_caught,2,87,58,9,3,4,26.2,4,185
right,Left-arm fast-medium_caught,1,89,80,6,1,4,48.3,4,298
right,Right-arm fast-medium_caught,1,50,55,4,1,4,44.2,2,243
right,Right-arm fast-medium_caught,2,2,3,0,0,7,41.5,5,294
right,Right-arm medium_caught,2,33,34,4,2,2,12.1,1,62
right,Right-arm medium-fast_caught,2,28,49,3,0,2,18.4,2,72
right,Right-arm fast-medium_caught,2,5,10,1,0,2,2.5,0,13
right,Right-arm medium_lbw,2,57,70,5,1,1,27.2,2,128
right,Right-arm medium_caught,1,20,39,3,0,1,9.2,0,40
right,Left-arm fast-medium_bowled,2,1,6,0,0,1,1.4,0,13
right,Right-arm fast-medium_caught,1,62,78,8,0,1,24.6,0,132
right,Right-arm fast-medium_bowled,1,103,104,10,2,1,33.6,1,211
right,Right-arm fast-medium_caught,1,72,112,4,1,1,42.2,3,170
right,Legbreak_caught,2,60,91,7,0,1,30.5,3,101
right,Legbreak_lbw,2,39,51,5,0,1,18.5,1,84
right,Right-arm fast_caught,2,5,17,0,0,2,4.4,0,17
right,Right-arm fast_caught,1,5,15,0,0,1,3.3,0,11
right,Right-arm fast_lbw,2,70,76,9,0,1,23.3,1,147
right,Right-arm fast-medium_caught,2,53,66,6,1,1,18.2,0,106
right,Right-arm fast_lbw,2,61,74,7,0,1,22.3,0,124
right,Right-arm fast-medium_caught,2,79,86,5,2,4,42.4,2,256
right,Right-arm offbreak_caught,1,11,13,0,0,4,27.4,2,160
right,Right-arm fast_caught,1,8,15,1,0,4,36.3,3,210
left,Right-arm medium_caught,1,21,27,4,0,3,9.5,1,43
left,Right-arm fast_lbw,2,2,5,0,0,3,5.3,1,15
left,Right-arm fast-medium_caught,1,18,34,0,1,3,15.3,1,61
left,Right-arm fast-medium_caught,1,28,50,4,0,3,19.5,2,63
left,Right-arm fast-medium_caught,2,15,37,2,0,3,12.5,2,35
left,Right-arm fast-medium_caught,1,0,9,0,0,3,4.3,3,12
left,Right-arm fast-medium_caught,1,0,1,0,0,4,7.6,2,28
left,Right-arm fast-medium_bowled,1,35,55,1,1,3,26,3,81
left,Right-arm fast-medium_caught,2,4,8,0,0,3,11.5,1,47
left,Right-arm fast-medium_caught,2,12,14,2,0,3,10.5,1,48
left,Right-arm medium, Right-arm offbreak_bowled,2,60,56,3,4,3,26.2,1,174
left,Right-arm fast_caught,1,43,57,1,1,6,42.3,6,183
left,Left-arm fast-medium_stumped,1,13,26,1,0,6,39.3,4,174
left,Left-arm fast-medium_caught,1,58,41,4,3,6,47.3,7,272
left,Left-arm fast-medium_caught,2,23,28,2,0,6,23.2,4,100
left,Right-arm fast_caught,2,2,10,0,0,6,31.4,4,141
left,Right-arm fast_caught,1,67,34,4,5,5,49.2,7,320
left,Right-arm fast_caught,1,9,40,1,0,5,18.2,3,50
left,Right-arm fast-medium_caught,1,9,27,0,0,5,20.2,5,101
left,Right-arm offbreak_caught,2,0,4,0,0,6,26.5,4,150
left,Right-arm offbreak_caught,2,33,40,4,0,5,36.1,3,184
left,Right-arm fast-medium_caught,1,36,29,4,1,5,48.3,4,257
left,Left-arm fast-medium_caught,2,52,64,3,0,5,40.2,5,211
left,Legbreak googly_caught,2,27,35,2,1,5,41.4,3,185
left,Right-arm fast_caught,2,47,56,1,3,5,28.2,4,140
left,Right-arm medium_caught,2,9,18,1,0,5,15.5,3,72
left,Right-arm fast-medium_caught,1,1,2,0,0,6,44.5,4,280
left,Legbreak googly_caught,1,13,11,2,0,5,33.1,3,205
left,Right-arm fast-medium_caught,2,16,18,1,0,5,45.4,4,260
left,Right-arm fast-medium_caught,2,61,74,6,0,5,38.1,5,201
left,Right-arm fast_caught,2,28,35,2,0,6,43.3,7,211
left,Legbreak googly_caught,1,8,12,1,0,6,32.5,4,186
left,Right-arm fast-medium_caught,2,21,31,1,1,6,34.6,5,140
left,Right-arm offbreak_caught,1,30,41,2,0,5,24.4,3,118
left,Right-arm offbreak_caught,1,24,31,1,0,6,41.1,5,227
left,Legbreak googly_caught,2,2,4,0,0,6,22.5,4,98
left,Right-arm fast-medium_caught,1,21,13,3,0,6,48.5,4,319
left,Right-arm offbreak_caught,1,63,72,8,0,5,38.4,3,162
left,Legbreak_caught,1,7,13,0,0,5,27.2,4,134
left,Right-arm fast_caught,1,50,55,4,0,5,42.6,3,186
left,Right-arm fast-medium_caught,1,45,35,6,0,5,25.1,4,175
left,Right-arm offbreak_stumped,2,52,40,3,2,5,36.3,4,201
left,Legbreak_lbw,1,4,7,1,0,5,21.3,3,85
left,Right-arm offbreak_stumped,1,57,60,2,0,5,36.4,3,213
left,Right-arm offbreak_caught,1,59,65,6,1,4,30.2,2,136
left,Right-arm offbreak_lbw,1,2,8,0,0,5,39.3,3,196
left,Right-arm offbreak_lbw,2,15,16,1,0,4,15.4,2,68
left,Right-arm offbreak_bowled,1,21,25,2,0,5,34.6,3,187
left,Right-arm offbreak_caught,2,27,48,1,0,5,33.4,5,159
left,Slow left-arm orthodox_caught,2,73,67,7,2,5,37.5,3,172
left,Right-arm offbreak_caught,1,0,2,0,0,5,19.5,3,82
left,Right-arm medium-fast_caught,1,41,38,4,2,4,41.6,2,248
left,Right-arm medium_caught,2,0,2,0,0,5,14.4,3,73
